food_id,name,protein,fat,carbs,calories,fiber,sodium,sugar
328997,"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (IN,NY) - NFY120DIX",NULL,21.1,NULL,NULL,NULL,NULL,NULL
329009,"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand/other brand, CRYSTAL FARMS & KROGER (CO,CT) - NFY120DJX",NULL,NULL,NULL,NULL,NULL,592,NULL
329011,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand/other brand, CRYSTAL FARMS & KROGER (CO,CT) - NFY120DJZ",NULL,19.2,NULL,NULL,NULL,NULL,NULL
329021,"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand, MY ESSENTIALS & SUNNYSIDE FARMS (CA2,NC) - NFY120DLI",NULL,NULL,NULL,NULL,NULL,653,NULL
329023,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, MY ESSENTIALS & SUNNYSIDE FARMS (CA2,NC) - NFY120DLK",NULL,20.5,NULL,NULL,NULL,NULL,NULL
329033,"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand, HYVEE & PUBLIX (FL,MO) - NFY120DM6",NULL,NULL,NULL,NULL,NULL,728,NULL
329035,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, HYVEE & PUBLIX (FL,MO) - NFY120DM8",NULL,19.1,NULL,NULL,NULL,NULL,NULL
329048,"Minerals, Mozzarella cheese, low-moisture, part-skim, KRAFT (MI,OK) - NFY120DK8",NULL,NULL,NULL,NULL,NULL,663,NULL
329056,"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (MI,OK) - NFY120DKG",NULL,20.5,NULL,NULL,NULL,NULL,NULL
329066,"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand, GREAT VALUE & SHOP RITE (AL,CT) - NFY120DLR",NULL,NULL,NULL,NULL,NULL,616,NULL
329073,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, GREAT VALUE & SHOP RITE (AL,CT) - NFY120DLY",NULL,19.4,NULL,NULL,NULL,NULL,NULL
329091,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, LUCERNE (CA1,CO) - NFY120DL8",NULL,21.1,NULL,NULL,NULL,NULL,NULL
329096,"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand, LUCERNE (CA1,CO) - NFY120DKZ",NULL,NULL,NULL,NULL,NULL,720,NULL
329109,"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand, KROGER (MI,IN) - NFY120DMF",NULL,NULL,NULL,NULL,NULL,681,NULL
329117,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, KROGER (MI,IN) - NFY120DMN",NULL,20,NULL,NULL,NULL,NULL,NULL
329128,"Minerals, Mozzarella cheese, low-moisture, part-skim, SARGENTO (IN,NY) - NFY120E86",NULL,NULL,NULL,NULL,NULL,782,NULL
329130,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (IN,NY) - NFY120E88",NULL,19.8,NULL,NULL,NULL,NULL,NULL
329135,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IA) - NFY120X51",NULL,NULL,NULL,NULL,NULL,733,NULL
329136,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IA) - NFY120X52",NULL,20.3,NULL,NULL,NULL,NULL,NULL
329143,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (PA,CA1) - NFY120X59",NULL,NULL,NULL,NULL,NULL,710,NULL
329146,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (PA,CA1) - NFY120X5C",NULL,21.4,NULL,NULL,NULL,NULL,NULL
329150,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (KY,CA2) - NFY120X5H",NULL,NULL,NULL,NULL,NULL,785,NULL
329156,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (KY,CA2) - NFY120X5N",NULL,21.8,NULL,NULL,NULL,NULL,NULL
329163,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (NE) - NFY120X42",NULL,20.5,NULL,NULL,NULL,NULL,NULL
329170,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (NE) - NFY120X40",NULL,NULL,NULL,NULL,NULL,665,NULL
329177,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3I",NULL,19.8,NULL,NULL,NULL,NULL,NULL
329183,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3G",NULL,NULL,NULL,NULL,NULL,506,NULL
329194,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE,NC) - NFY120X5Y",NULL,NULL,NULL,NULL,NULL,735,NULL
329197,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE,NC) - NFY120X61",NULL,21.6,NULL,NULL,NULL,NULL,NULL
329205,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4I",NULL,NULL,NULL,NULL,NULL,728,NULL
329207,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4K",NULL,19.7,NULL,NULL,NULL,NULL,NULL
329221,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA,TX) - NFY120X6P",NULL,NULL,NULL,NULL,NULL,740,NULL
329223,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA,TX) - NFY120X6R",NULL,20.9,NULL,NULL,NULL,NULL,NULL
329228,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA,CA1) - NFY120X7G",NULL,NULL,NULL,NULL,NULL,781,NULL
329231,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA,CA1) - NFY120X7K",NULL,20,NULL,NULL,NULL,NULL,NULL
329236,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE,NC) - NFY120X89",NULL,NULL,NULL,NULL,NULL,690,NULL
329238,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE,NC) - NFY120X8B",NULL,19.7,NULL,NULL,NULL,NULL,NULL
329245,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X68",NULL,NULL,NULL,NULL,NULL,624,NULL
329252,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X6F",NULL,21,NULL,NULL,NULL,NULL,NULL
329260,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X6Y",NULL,NULL,NULL,NULL,NULL,731,NULL
329267,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X75",NULL,20.4,NULL,NULL,NULL,NULL,NULL
329276,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA,TX) - NFY120X8Y",NULL,NULL,NULL,NULL,NULL,662,NULL
329277,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA,TX) - NFY120X8Z",NULL,20.2,NULL,NULL,NULL,NULL,NULL
329284,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7Q",NULL,NULL,NULL,NULL,NULL,694,NULL
329286,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7S",NULL,20.4,NULL,NULL,NULL,NULL,NULL
329299,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8I",NULL,NULL,NULL,NULL,NULL,750,NULL
329301,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8K",NULL,20.3,NULL,NULL,NULL,NULL,NULL
329314,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), store brand, MY ESSENTIALS (CA2,NC) - NFY120XA7",NULL,NULL,NULL,NULL,NULL,940,NULL
329315,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, MY ESSENTIALS (CA2,NC) - NFY120XAA",NULL,19.1,NULL,NULL,NULL,NULL,NULL
329321,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X97",NULL,NULL,NULL,NULL,NULL,777,NULL
329323,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X99",NULL,20.5,NULL,NULL,NULL,NULL,NULL
329336,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9P",NULL,NULL,NULL,NULL,NULL,629,NULL
329343,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9W",NULL,19,NULL,NULL,NULL,NULL,NULL
329353,"Minerals, Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1,NE,PA) - NFY120XAH",NULL,NULL,NULL,NULL,NULL,725,NULL
329355,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1,NE,PA) - NFY120XAN",NULL,20.8,NULL,NULL,NULL,NULL,NULL
329367,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, FOOD CLUB (AZ,IN,NJ) - NFY120XB6",NULL,21.5,NULL,NULL,NULL,NULL,NULL
329370,"Cheese, mozzarella, low moisture, part-skim",23.7,20.4,4.44,298,NULL,699,NULL
329374,"Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,466,NULL
329375,"Whole eggs, dried",NULL,39.1,NULL,NULL,NULL,NULL,NULL
329382,"Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,509,NULL
329383,"Whole eggs, dried",NULL,37.7,NULL,NULL,NULL,NULL,NULL
329389,"Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,449,NULL
329390,"Whole eggs, dried",NULL,42.2,NULL,NULL,NULL,NULL,NULL
329395,"Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,554,NULL
329396,"Whole eggs, dried",NULL,36.1,NULL,NULL,NULL,NULL,NULL
329402,"Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,699,NULL
329403,"Whole eggs, dried",NULL,38.7,NULL,NULL,NULL,NULL,NULL
329410,"Whole eggs, dried",NULL,40.4,NULL,NULL,NULL,NULL,NULL
329412," Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,501,NULL
329416," Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,534,NULL
329417,"Whole eggs, dried",NULL,38.4,NULL,NULL,NULL,NULL,NULL
329423,"Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,502,NULL
329424,"Whole eggs, dried",NULL,38.4,NULL,NULL,NULL,NULL,NULL
329430,"Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,443,NULL
329431,"Whole eggs, dried",NULL,40.7,NULL,NULL,NULL,NULL,NULL
329437," Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,353,NULL
329438,"Whole eggs, dried",NULL,41.5,NULL,NULL,NULL,NULL,NULL
329445," Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,436,NULL
329446,"Whole eggs, dried",NULL,42.5,NULL,NULL,NULL,NULL,NULL
329451,"Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,474,NULL
329452,"Whole eggs, dried",NULL,41.1,NULL,NULL,NULL,NULL,NULL
329458," Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,441,NULL
329459,"Whole eggs, dried",NULL,41.9,NULL,NULL,NULL,NULL,NULL
329466," Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,437,NULL
329467,"Whole eggs, dried",NULL,39,NULL,NULL,NULL,NULL,NULL
329472,"Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,442,NULL
329473,"Whole eggs, dried",NULL,42.5,NULL,NULL,NULL,NULL,NULL
329479," Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,514,NULL
329480,"Whole eggs, dried",NULL,38.4,NULL,NULL,NULL,NULL,NULL
329487," Whole eggs, dried",NULL,NULL,NULL,NULL,NULL,493,NULL
329488,"Whole eggs, dried",NULL,37.2,NULL,NULL,NULL,NULL,NULL
329490,"Egg, whole, dried",48.1,39.8,1.87,575,NULL,485,NULL
329495, Egg yolk,NULL,NULL,NULL,NULL,NULL,69,NULL
329496,Egg yolk,NULL,25.6,NULL,NULL,NULL,NULL,NULL
329501, Egg yolk,NULL,NULL,NULL,NULL,NULL,63,NULL
329502,Egg yolk,NULL,24.5,NULL,NULL,NULL,NULL,NULL
329508, Egg yolk,NULL,NULL,NULL,NULL,NULL,59,NULL
329509,Egg yolk,NULL,24.9,NULL,NULL,NULL,NULL,NULL
329515, Egg yolk,NULL,NULL,NULL,NULL,NULL,58,NULL
329516,Egg yolk,NULL,25,NULL,NULL,NULL,NULL,NULL
329522, Egg yolk,NULL,NULL,NULL,NULL,NULL,65,NULL
329523,Egg yolk,NULL,25.7,NULL,NULL,NULL,NULL,NULL
329530, Egg yolk,NULL,NULL,NULL,NULL,NULL,62,NULL
329531,Egg yolk,NULL,25.2,NULL,NULL,NULL,NULL,NULL
329537, Egg yolk,NULL,NULL,NULL,NULL,NULL,67,NULL
329538,Egg yolk,NULL,25.6,NULL,NULL,NULL,NULL,NULL
329543, Egg yolk,NULL,NULL,NULL,NULL,NULL,66,NULL
329544,Egg yolk,NULL,25.1,NULL,NULL,NULL,NULL,NULL
329550, Egg yolk,NULL,NULL,NULL,NULL,NULL,66,NULL
329551,Egg yolk,NULL,26.4,NULL,NULL,NULL,NULL,NULL
329558, Egg yolk,NULL,NULL,NULL,NULL,NULL,66,NULL
329559,Egg yolk,NULL,26.7,NULL,NULL,NULL,NULL,NULL
329565, Egg yolk,NULL,NULL,NULL,NULL,NULL,69,NULL
329566,Egg yolk,NULL,24.9,NULL,NULL,NULL,NULL,NULL
329571, Egg yolk,NULL,NULL,NULL,NULL,NULL,69,NULL
329572,Egg yolk,NULL,22.5,NULL,NULL,NULL,NULL,NULL
329578, Egg yolk,NULL,NULL,NULL,NULL,NULL,69,NULL
329579,Egg yolk,NULL,26,NULL,NULL,NULL,NULL,NULL
329585, Egg yolk,NULL,NULL,NULL,NULL,NULL,68,NULL
329586,Egg yolk,NULL,24.7,NULL,NULL,NULL,NULL,NULL
329592, Egg yolk,NULL,NULL,NULL,NULL,NULL,72,NULL
329593,Egg yolk,NULL,23.7,NULL,NULL,NULL,NULL,NULL
329596,"Egg, yolk, raw, frozen, pasteurized",15.6,25.1,0.59,296,NULL,66,NULL
329601,"Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,145,NULL
329602,"Egg yolks, dried",NULL,55.6,NULL,NULL,NULL,NULL,NULL
329607," Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,137,NULL
329608,"Egg yolks, dried",NULL,55.6,NULL,NULL,NULL,NULL,NULL
329614," Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,141,NULL
329615,"Egg yolks, dried",NULL,57.2,NULL,NULL,NULL,NULL,NULL
329622,"Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,154,NULL
329623,"Egg yolks, dried",NULL,56.2,NULL,NULL,NULL,NULL,NULL
329629," Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,138,NULL
329630,"Egg yolks, dried",NULL,55.3,NULL,NULL,NULL,NULL,NULL
329635," Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,141,NULL
329636,"Egg yolks, dried",NULL,56.1,NULL,NULL,NULL,NULL,NULL
329642," Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,152,NULL
329643,"Egg yolks, dried",NULL,54.3,NULL,NULL,NULL,NULL,NULL
329649,"Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,161,NULL
329650,"Egg yolks, dried",NULL,54.8,NULL,NULL,NULL,NULL,NULL
329656," Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,150,NULL
329657,"Egg yolks, dried",NULL,55.8,NULL,NULL,NULL,NULL,NULL
329663,"Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,146,NULL
329664,"Egg yolks, dried",NULL,54.9,NULL,NULL,NULL,NULL,NULL
329670,"Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,157,NULL
329671,"Egg yolks, dried",NULL,53.3,NULL,NULL,NULL,NULL,NULL
329678,"Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,160,NULL
329679,"Egg yolks, dried",NULL,56,NULL,NULL,NULL,NULL,NULL
329684,"Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,146,NULL
329685,"Egg yolks, dried",NULL,56,NULL,NULL,NULL,NULL,NULL
329692," Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,157,NULL
329693,"Egg yolks, dried",NULL,55.9,NULL,NULL,NULL,NULL,NULL
329698,"Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,142,NULL
329699,"Egg yolks, dried",NULL,55.3,NULL,NULL,NULL,NULL,NULL
329706," Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,147,NULL
329707,"Egg yolks, dried",NULL,54.6,NULL,NULL,NULL,NULL,NULL
329712," Egg yolks, dried",NULL,NULL,NULL,NULL,NULL,159,NULL
329713,"Egg yolks, dried",NULL,56.2,NULL,NULL,NULL,NULL,NULL
329716,"Egg, yolk, dried",34.2,55.5,1.07,654,NULL,149,NULL
329722,"Minerals, Cheese, dry white, Queso seco, mixed composite (CA-LA, CA-SD) - NFY0900AV",NULL,NULL,NULL,NULL,NULL,1770,NULL
329730,"Proximates, Cheese, dry white, Queso seco, mixed composite (CA-LA, CA-SD) - NFY0900B6",NULL,23.8,NULL,NULL,NULL,NULL,NULL
329739,"Minerals, Cheese, dry white, Queso seco, mixed composite (FL, CA-SB) - NFY09008Y",NULL,NULL,NULL,NULL,NULL,1560,NULL
329747,"Proximates, Cheese, dry white, Queso seco, mixed composite (FL, CA-SB) - NFY090099",NULL,23.6,NULL,NULL,NULL,NULL,NULL
329756,"Minerals, Cheese, dry white, Queso seco, mixed composite (TX-HA, NV) - NFY0900A8",NULL,NULL,NULL,NULL,NULL,1930,NULL
329763,"Proximates, Cheese, dry white, Queso seco, mixed composite (TX-HA, NV) - NFY0900AJ",NULL,24.8,NULL,NULL,NULL,NULL,NULL
329771,"Minerals, Cheese, dry white, Queso seco, EL MEXICANO BRAND (CA-AL) - NFY09007O",NULL,NULL,NULL,NULL,NULL,1770,NULL
329779,"Proximates, Cheese, dry white, Queso seco, EL MEXICANO BRAND (CA-AL) - NFY09007Z",NULL,23.6,NULL,NULL,NULL,NULL,NULL
329788,"Minerals, Cheese, dry white, Queso seco, mixed composite (MD, NM) - NFY09009L",NULL,NULL,NULL,NULL,NULL,1760,NULL
329799,"Proximates, Cheese, dry white, Queso seco, mixed composite (MD, NM) - NFY09009W",NULL,24,NULL,NULL,NULL,NULL,NULL
329811,"Minerals, Cheese, dry white, Queso seco, mixed composite (NY, TX-TR) - NFY09008B",NULL,NULL,NULL,NULL,NULL,2060,NULL
329822,"Proximates, Cheese, dry white, Queso seco, mixed composite (NY, TX-TR) - NFY09008M",NULL,26.3,NULL,NULL,NULL,NULL,NULL
329830,"Cheese, dry white, queso seco",24.5,24.3,2.07,326,NULL,1810,NULL
329835,"Minerals, Greek yogurt, CHOBANI PLAIN NON-FAT (NY1) - NFY0910ZW",NULL,NULL,NULL,NULL,NULL,34,NULL
329836,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (NY1) - NFY0910ZX",NULL,0.61,NULL,NULL,NULL,NULL,NULL
329844,"Minerals, Greek yogurt, CHOBANI PLAIN NON-FAT (FL1,MO1) - NFY09111F",NULL,NULL,NULL,NULL,NULL,36,NULL
329845,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (FL1,MO1) - NFY09111G",NULL,0.42,NULL,NULL,NULL,NULL,NULL
329851,"Minerals, Greek yogurt, FAGE PLAIN NONFAT (IN1,NY1) - NFY091129",NULL,NULL,NULL,NULL,NULL,34,NULL
329852,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (IN1,NY1) - NFY09112A",NULL,0.24,NULL,NULL,NULL,NULL,NULL
329868,"Minerals, Greek yogurt, CHOBANI PLAIN NON-FAT (CA2,NC1) - NFY09110Q",NULL,NULL,NULL,NULL,NULL,36,NULL
329869,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (CA2,NC1) - NFY09110R",NULL,0.45,NULL,NULL,NULL,NULL,NULL
329872,"Minerals, Greek yogurt, FAGE PLAIN NONFAT (OK1) - NFY091130",NULL,NULL,NULL,NULL,NULL,35,NULL
329873,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (OK1) - NFY091131",NULL,0.31,NULL,NULL,NULL,NULL,NULL
329881,"Minerals, Greek yogurt, FAGE PLAIN NONFAT (FL1) - NFY09113P",NULL,NULL,NULL,NULL,NULL,39,NULL
329882,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (FL1) - NFY09113Q",NULL,0.41,NULL,NULL,NULL,NULL,NULL
329892,"Minerals, Greek yogurt, CHOBANI PLAIN NON-FAT (AL1,CA1) - NFY091105",NULL,NULL,NULL,NULL,NULL,35,NULL
329902,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (AL1,CA1) - NFY09110F",NULL,0.31,NULL,NULL,NULL,NULL,NULL
329924,"Minerals, Greek yogurt, CHOBANI PLAIN NON-FAT (CO1,CT1) - NFY09110Z",NULL,NULL,NULL,NULL,NULL,37,NULL
329931,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (CO1,CT1) - NFY091116",NULL,0.26,NULL,NULL,NULL,NULL,NULL
329942,"Minerals, Greek yogurt, FAGE PLAIN NONFAT (CO1,CT1) - NFY091139",NULL,NULL,NULL,NULL,NULL,33,NULL
329949,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (CO1,CT1) - NFY09113G",NULL,0.3,NULL,NULL,NULL,NULL,NULL
329961,"Minerals, Greek yogurt, CHOBANI PLAIN NON-FAT (MI1,OK1) - NFY09111P",NULL,NULL,NULL,NULL,NULL,35,NULL
329970,"Proximates, Greek yogurt, CHOBANI PLAIN NON-FAT (MI1,OK1) - NFY09111Y",NULL,0.43,NULL,NULL,NULL,NULL,NULL
329982,"Minerals, Greek yogurt, FAGE PLAIN NONFAT (AL1,CA1) - NFY09112I",NULL,NULL,NULL,NULL,NULL,34,NULL
329990,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (AL1,CA1) - NFY09112Q",NULL,0.38,NULL,NULL,NULL,NULL,NULL
330006,"Minerals, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (IN1,NY1) - NFY09114J",NULL,NULL,NULL,NULL,NULL,35,NULL
330007,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (IN1,NY1) - NFY09114L",NULL,0.55,NULL,NULL,NULL,NULL,NULL
330016,"Minerals, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MI1) - NFY091160",NULL,NULL,NULL,NULL,NULL,34,NULL
330017,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MI1) - NFY091161",NULL,0.36,NULL,NULL,NULL,NULL,NULL
330033,"Minerals, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA2,NC1) - NFY09115A",NULL,NULL,NULL,NULL,NULL,34,NULL
330034,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA2,NC1) - NFY09115C",NULL,0.52,NULL,NULL,NULL,NULL,NULL
330045,"Minerals, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (AL1,CA1) - NFY09114S",NULL,NULL,NULL,NULL,NULL,39,NULL
330053,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (AL1,CA1) - NFY091150",NULL,0.23,NULL,NULL,NULL,NULL,NULL
330067,"Minerals, Greek yogurt, FAGE PLAIN NONFAT (CA2,NC1) - NFY09113Z",NULL,NULL,NULL,NULL,NULL,38,NULL
330077,"Proximates, Greek yogurt, FAGE PLAIN NONFAT (CA2,NC1) - NFY091149",NULL,0.33,NULL,NULL,NULL,NULL,NULL
330097,"Minerals, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (FL1,MO1) - NFY09116A",NULL,NULL,NULL,NULL,NULL,34,NULL
330106,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (FL1,MO1) - NFY09116J",NULL,0.31,NULL,NULL,NULL,NULL,NULL
330127,"Minerals, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CO1,CT1) - NFY09115J",NULL,NULL,NULL,NULL,NULL,37,NULL
330135,"Proximates, Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CO1,CT1) - NFY09115R",NULL,0.3,NULL,NULL,NULL,NULL,NULL
330137,"Yogurt, Greek, plain, nonfat",10.3,0.37,3.64,61,NULL,36,NULL
330143,"Minerals, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CO,CT) - NFY120ONZ",NULL,NULL,NULL,NULL,NULL,35,NULL
330144,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CO,CT) - NFY120OO0",7.95,0.2,NULL,NULL,NULL,NULL,NULL
330150,"Minerals, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (AL,CA1) - NFY120ON8",NULL,NULL,NULL,NULL,NULL,34,NULL
330151,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (AL,CA1) - NFY120ON9",8.21,0.2,NULL,NULL,NULL,NULL,NULL
330157,"Minerals, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (MI,OK) - NFY120OOK",NULL,NULL,NULL,NULL,NULL,33,NULL
330158,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (MI,OK) - NFY120OOL",7.98,0.2,NULL,NULL,NULL,NULL,NULL
330170,"Minerals, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (FL,MO) - NFY120OO6",NULL,NULL,NULL,NULL,NULL,33,NULL
330172,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (FL,MO) - NFY120OO8",7.91,0.2,NULL,NULL,NULL,NULL,NULL
330191,"Minerals, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (FL,CT) - NFY120PA5",NULL,NULL,NULL,NULL,NULL,30,NULL
330193,"Proximates, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (FL,CT) - NFY120PA7",8.32,0.07,NULL,NULL,NULL,NULL,NULL
330209,"Minerals, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CA2,NC) - NFY120ONG",NULL,NULL,NULL,NULL,NULL,32,NULL
330211,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CA2,NC) - NFY120ONI",7.88,0.3,NULL,NULL,NULL,NULL,NULL
330234,"Minerals, Yogurt, Greek, strawberry, non-fat, CHOBANI (AL,CA1) - NFY120OP8",NULL,NULL,NULL,NULL,NULL,31,NULL
330235,"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (AL,CA1) - NFY120OP9",7.66,0.1,NULL,NULL,NULL,NULL,NULL
330246,"Minerals, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (IN,NY) - NFY120OMP",NULL,NULL,NULL,NULL,NULL,31,NULL
330248,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (IN,NY) - NFY120OMR",8.27,0.2,NULL,NULL,NULL,NULL,NULL
330253,"TDF, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (IN,NY) - NFY120OMW",NULL,NULL,NULL,NULL,0.4,NULL,NULL
330270,"Minerals, Yogurt, Greek, strawberry, non-fat, CHOBANI (IN,NY) - NFY120OOT",NULL,NULL,NULL,NULL,NULL,37,NULL
